Client_ID,Full_Name,Email_Address,Contact_No,Residence,DOB,Transaction_Amount,Transaction_Date
42710779-d864-465a-847d-d58393447b2f,Anthony Flores,frank45@fields-friedman.com,481-832-1928x5544,"89520 April Landing Suite 652, East Ericbury, ID 73725",09/14/1980,8597.76,2024-09-24
930e6549-d24f-4225-8519-fd783348eda0,Stephanie Espinoza,kendraharris@garcia.org,2851553334,"35027 Mary Lane Apt. 736, South Samuelborough, WI 50374",02/15/1979,6210.41,2024-11-12
6d651847-c229-4116-9152-9a73d1fcdedd,Ana Ruiz,,,"99787 Morton Ridge Apt. 430, North Stevenville, IL 81150",12/10/2006,701.43,2024-06-10
ae9abf14-3473-411a-b3a5-24c13c8bc189,Brian Ruiz,rebeccafigueroa@contreras-jackson.com,021-798-2134,"98579 Hall Meadow Apt. 831, New Erin, MT 04322",12/29/1961,8186.05,2024-03-29
fba75385-a98a-4cb0-bef5-27fe45e4307a,Daniel Haley,sloandennis@gmail.com,+1-700-268-7681x180,"156 Hughes Villages Apt. 175, South Albert, AK 99908",02/03/1958,515.38,2024-09-21
e94d4fbe-0653-4d47-8867-7b30b9567731,Patricia vobertson,pwilliams@gmail.cob,811d288-0133x61386,"207 Jotnson Cliffs, East Lauraside, OK 30338",12/14/2000,124.7,2024-04-10
5887f3d2-c0f1-4a3a-9133-577b46510173,Justin Edwards,devans@allison-coffey.com,(910)300-2156x321,"004 Daniel Hollow Apt. 459, Nelsonburgh, OR 60885",02/14/1947,2659.35,2024-02-19
c7c432a0-c3af-4d93-8047-6d80532bd70a,Kathryn Mclean,danielrodriguez@gmail.com,(258)030-5690,"7163 Jessica Ferry Apt. 414, Lake Lori, NJ 93098",03/23/1992,5954.4,2024-11-10
0f5e8b47-29d0-4613-b0c7-700219566990,David Combs,,,"716 Ford Drive Apt. 569, Sweeneyland, GA 45540",06/29/1954,8706.48,2024-05-01
a110e887-289a-4251-92b4-44e8efabcd73,Natasha Dunn,timothy43@clay-boyer.com,365-024-9163,"792 Townsend Gateway, South Christopher, MA 82438",01/18/1943,7627.48,2024-01-24
15aaaa3b-b612-4cda-9216-d058e84dfaa4,Laura James,anitaballard@cortez.info,(505)833-3430,"15876 Nathaniel Stravenue, Mitchellmouth, VA 51672",04/21/2001,4081.92,2024-09-24
28c0ce9b-560b-43a9-aa36-856dcdf5a57f,Linda Castaneda,millerjoan@fernandez.com,001-200-720-2455x910,"1091 Christina View Apt. 267, West Brittneyhaven, RI 37783",05/24/1948,6645.73,2024-01-26
133a8490-5d21-4794-87ed-25aef9a21729,Dr. Jason Johnson IV,kanesarah@greene.com,001-551-293-9130x44881,"416 Larry Wells Suite 154, East Caseyshire, CT 63019",11/08/1941,4029.98,2024-07-01
a6b78891-bc3d-4bfc-b216-7340bf95ff33,Nicholas Johnston,bclements@skinner.info,(018)596-2630,"4926 Kimberly Way Suite 475, North Darrylville, SD 88160",10/13/2000,581.08,2024-07-16
fb8986c8-c7ec-4e71-9493-47fc0fc98d2e,Craig Myrales,samantha10@gonzplez.info,(151)07g-2966,"625 Rebekah Harbor ruite 720, Lake Kenneth, OH 63288",02/10/1943,9146.33,2024-02-04
983e5d3b-b176-4ffc-85fb-d0756086a5f3,Alex Miller,shawn89@hotmail.com,(604)180-9521,"8517 Bryant Squares Apt. 274, Guzmanland, ND 88709",03/19/1993,4752.0,2024-11-20
30a04e0b-3a4d-4f57-8715-5ad38ca0cd2a,Dr. Jeffrey Valentine,dcosta@ali-jones.com,001-794-238-7367x042,"969 Carol Pines Suite 552, Annettefort, AK 59100",02/21/1964,2798.46,2024-06-10
51beba8e-0a8a-4b94-863d-fcd64e0648d0,Brittany Shaw,brentdennis@maddox-mullins.org,136.462.2517x90864,"227 Tony Run Apt. 898, East Charles, NE 42891",07/23/1985,9291.7,2024-08-11
44e5f394-3c6b-4d34-94fc-712b5567cd27,Angelica Dilz,christopher47@gmail.com,531-325-l367x81367,"94214 Austin Knoll, South Patricj, DE 91737",1979-03-25,4756.61,2024-07-22
a341441c-3c16-4571-957a-66e5a18af1fd,Joseph Best,nancycontreras@yahoo.com,+1-695-874-1314x6753,"75156 Kim Orchard, Burkebury, LA 35618",06/30/1973,9054.31,2024-03-24
35c606b5-4e00-4d55-95ca-dfaff26d3dd3,Stephanic Cooper,eugenewalker@yahoojcom,129.0m7.8141,"975 Anderson Shoal, North Justin, dD 42153",01/10/1972,6820.29,2024-06-24
b807d78a-b788-45d1-bfe5-75f665edcfe3,Jason Ortiz,teresaday@owens-holmes.com,001-892-268-0182x42253,"43842 Mendez Course Apt. 992, Lake Claudia, PA 44753",04/18/1996,2900.99,2024-08-06
2488c84d-99d0-40fd-a928-043ed492b51a,Samantha White,jennifercooper@yahoo.com,+1-913-662-1038x862,"9908 Christopher Shoals, New Amber, WI 89441",02/21/1983,4353.3,2024-06-16
7060ee63-1927-4b44-8e2c-f16bf3fd9e32,Kimberly qatson,vanessaedwards@wilion.com,218-299-8747x8c2,"905 Harrison Parkways Suite c00, North Ebonybury, MI 83950",03/14/1962,2876.27,2024-02-04
1461f0d8-4580-4e86-98ce-5087253ce114,Jason Abbott,marydean@sims-valentine.net,(989)396-9874x86941,"0119 Jennifer Springs Apt. 075, Lake Sarah, UT 06332",11/12/1962,6679.1,2024-02-14
4a8abb17-309a-483a-8c9e-a060f66c7331,Stephen Ayala,,,"7027 Nicole Course Suite 521, North Jasminstad, NC 93205",02/05/1965,9470.02,2024-10-09
f629c955-3277-4b28-ab3d-48acf5ddb7d2,eBONY mCGUIRE,CARRIE70@VANCE.COM,848.075.2034,"0471 aRNOLD cURVE aPT. 904, gONZALEZFORT, ms 05217",1986-04-11,246.41,2024-09-17
07437c3b-dd20-43bf-9342-af080a8bb5b4,Travis Wise,katiebutler@hotmail.com,7844736471,"6773 Lawson Island, Jessicastad, DC 49068",01/02/1974,807.12,2024-08-06
a4d21eae-cd0d-4d73-8a1c-3218c19d11c5,Heather Estrada,jdixon@yahoo.com,147-732-0101,"69524 Kathleen Shore, Sparksborough, TN 65761",04/28/1972,1331.8,2024-07-15
8e0ec033-2c59-4da8-bff9-6acfee4205ee,Dylan Lopez,glennstephanie@yahoo.com,(368)876-7677,"40438 Jackson Mount, Dunnville, DE 35613",09/16/1991,7762.24,2024-07-29
4269f091-eaed-4ed7-b06f-bb0f49d9bf73,Nicole Middleton DDS,clarkmary@johnson.net,+1-307-053-4967,"1176 Baker Way Apt. 415, Lake Lauraland, GA 66962",10/12/1961,2647.2,2024-04-17
361db014-7114-46de-b01c-8db316db80db,Jennifer Washington,robertsonerik@yahoo.com,001-862-890-2330x307,"345 Wagner Roads Apt. 035, Wheelerburgh, NJ 77424",06/24/1976,2201.01,2024-05-15
3ebb527c-1438-4799-a42a-c30f5d80a53b,Keith Cervantes,terrytaylor@hale.com,041.200.9282x066,"498 Fletcher Manors Apt. 418, Spenceberg, IL 52982",02/01/1981,5232.6,2024-01-22
d5767137-d456-429d-91c6-31cf4b7a123e,Gene Garcia,vallison@hotmail.com,+1-840-767-8997x308,"146 Wilson Road Suite 760, West Jessica, MI 57925",10/03/1954,8618.11,2024-07-16
098aef72-85d3-43ee-9d08-854592c6bb94,Robin Fuller,robinsonhenry@hotmail.com,146-074-5553x47057,"38856 Norman Extensions Suite 155, West Maria, VA 12354",06/23/1982,3328.53,2024-06-06
